angle;cd;cl;cm;fx;fy;mz
-12.3122879326;0.0344348205596;-0.500579512626;0.052110408041;0.137013697982;-1.99177022108;0.0155507701064
-9.80334842691;0.0338159555822;-0.422173418772;0.0406983638439;0.134551278323;-1.67979795903;0.0121451917887
-9.30851579204;0.0335762553049;-0.432706097285;0.0412127653389;0.133597527995;-1.72170673652;0.0122986993065
-8.82655743036;0.0304811898317;-0.449389789243;0.0387953674685;0.121282482959;-1.78808995833;0.0115773002626
-8.32745374286;0.023110934771;-0.456829208095;0.0274172167538;0.0919567631061;-1.81769087598;0.00818183642623
-7.87328179631;0.0112814624329;-0.458560003172;0.016022016733;0.0448881353658;-1.8245775863;0.00478128474182
-7.37809672373;0.00273447852825;-0.468480619773;0.00587367965841;0.0108802952685;-1.86405101304;0.00175282147042
-6.90607825056;-0.0065875720883;-0.45915330779;0.00244384136736;-0.0262114800621;-1.82693830311;0.000729290303206
-6.39239259373;-0.00311657143869;-0.430376851748;-0.001942420718;-0.0124006157401;-1.71243883446;-0.00057965652489
-5.90871347553;0.00114065814858;-0.405729312691;-0.00337515550276;0.00453859751641;-1.61436803236;-0.00100721274828
-5.41856473169;0.00119125705915;-0.383743709355;-0.00608461203467;0.00473992697707;-1.52688888287;-0.00181576783785
-4.9362306637;0.00290642721414;-0.355095667776;-0.00232289605875;0.0115644668407;-1.41290036622;-0.000693197845665
-4.44815143473;0.00658093839809;-0.31489517094;-0.00406396230054;0.0261850850813;-1.25294545306;-0.00121276623678
-3.94747794675;0.00835777762276;-0.280986477414;-0.00503351445029;0.03325500178;-1.11802517707;-0.00150209965699
-3.46480847267;0.0109883115475;-0.243743556601;-0.0049926451303;0.0437217088759;-0.969838248215;-0.00148990344852
-2.99762631568;0.0149163369204;-0.213610602351;-0.00317960053981;0.0593510420148;-0.849941369828;-0.000948855303261
-2.51288212959;0.0203196300139;-0.177598161167;-0.0049078272;0.080850360321;-0.706650431769;-0.00146459211084
-2.02700287489;0.0151741130327;-0.141421017769;-0.00587287233427;0.0603767148028;-0.562704155329;-0.00175258054903
-1.5394680454;0.0192914098948;-0.115237755899;-0.00178679313112;0.0767591457141;-0.458522821557;-0.000533214193753
-1.07794453538;0.014585270468;-0.0858275874176;0.00358757672229;0.0580337521848;-0.341501856256;0.0010706034158
-0.614898171025;0.0150034964251;-0.0491610530477;0.000364931135486;0.0596978434752;-0.195608328003;0.000108902624369
-0.134371503408;0.0215643463108;-0.019458029129;-0.00390074859012;0.0858029977966;-0.0774221117775;-0.00116406005726
0.371852732178;0.0147059261752;0.0146829965601;-0.00408773864918;0.0585138326486;0.0584225973435;-0.00121986156659
0.86290557378;0.0180014640949;0.0501623113943;-0.000864748935425;0.0716265432679;0.199592263638;-0.000258058080912
1.35737375278;0.022926642891;0.0798844920878;-0.00524310987241;0.0912234788438;0.317854703306;-0.00156464705102
1.84881711009;0.0175179981531;0.11184294749;0.00145910389951;0.069702866726;0.445015120733;0.000435425285575
2.32656506974;0.0170814577347;0.141699404849;0.00150680142768;0.067965903499;0.563811837691;0.000449659165583
2.80054416563;0.0170912512243;0.172721083457;0.00314977959349;0.0680048710964;0.687244886988;0.000939956146683
3.29204428001;0.0120768935463;0.209686892504;-0.00124037398155;0.0480530991021;0.83432920786;-0.000370151978427
3.77634336145;0.00873495900961;0.250078967151;-0.00181440346797;0.0347557796492;0.995046395483;-0.000541453661013
4.241498573;0.00188958767842;0.285466514911;-0.00483842461431;0.00751853476433;1.13585092712;-0.001443881015
4.72837941643;0.00320480300616;0.310238398698;-0.00341064812529;0.0127516828618;1.23441648804;-0.00101780444453
5.20394547296;0.000823410016111;0.338688985847;-0.00217295498745;0.00327628979705;1.34761934758;-0.00064845248256
5.67187340164;-0.00902741825753;0.370081884519;-0.00839824550906;-0.0359194541628;1.47252945507;-0.00250620154626
6.15782240444;-0.00968193029069;0.399600281495;-0.00129225857822;-0.0385237109174;1.58998105384;-0.000385635361981
6.63401532423;-0.0106853489659;0.422934913666;-0.00668323269834;-0.0425162423457;1.68282789297;-0.00199440801112
7.113585964;-0.00595438297068;0.428878311376;-0.0100938690036;-0.0236920656695;1.70647624907;-0.00301220892833
7.57615214779;0.010661162984;0.410308590481;-0.029367287893;0.0424200080468;1.63258865247;-0.00876377598721
8.07089609532;0.0141405086245;0.418503105807;-0.0327541878348;0.0562640764928;1.6651940452;-0.00977449350695
8.55440268868;0.0168099213926;0.407617624239;-0.0406080198561;0.066885479737;1.62188148949;-0.0121182313668
9.0049972127;0.0239808643195;0.407724418678;-0.0463778944223;0.0954181508083;1.62230641696;-0.0138400753572
9.48492764492;0.0264892304612;0.392268380801;-0.047270876258;0.105398760998;1.56080794328;-0.0141065586905
11.8636573364;0.0201419318787;0.444006043465;-0.0512850980189;0.0801433120994;1.7666684174;-0.0153044813725
14.2584056975;0.0135403298908;0.524460429196;-0.0579645674396;0.0538760080665;2.08679068692;-0.0172977663476
16.7144566991;0.0246365660397;0.586755484839;-0.0772267916311;0.0980271412432;2.33465827562;-0.0230459926886
19.1334014963;0.0332324933585;0.617956845347;-0.0884357998547;0.132229723698;2.4588062664;-0.0263909810807
21.574373137;0.0299573321327;0.685337551153;-0.0978111287264;0.119198090493;2.72690929482;-0.0291887635092
24.0170295873;0.029879503581;0.723620970686;-0.10635292851;0.11888841623;2.87923629395;-0.0317378044729
26.4665532192;0.0239220303339;0.807792274585;-0.123387323968;0.0951840545711;3.21414791608;-0.0368212029268
28.8864150052;0.0276362174269;0.907993509085;-0.151462397732;0.109962540427;3.61284149014;-0.0451993568165
31.3409111808;0.0193230164848;0.984191657722;-0.174040249038;0.076884906084;3.91602849546;-0.0519370314646
33.6849882984;0.0121834077088;1.10327241449;-0.198010483449;0.0484769113669;4.38984234371;-0.0590902206015
36.0923583702;0.00700970062823;1.19756340821;-0.222258857075;0.0278910994514;4.76501949076;-0.0663264119476
38.5373135751;-0.00186294547548;1.31058383111;-0.262656933761;-0.00741252733674;5.21471970227;-0.0783819921457
40.9513384438;-0.000489281905188;1.34653223458;-0.272904212165;-0.00194681784589;5.35775583883;-0.0814399814546
43.3719306732;-0.0176600269017;1.36050474069;-0.275532319497;-0.0702679889991;5.41335144525;-0.0822242603438
45.7078300368;-0.0311991905285;1.47812311984;-0.322426876764;-0.124139356584;5.88134659714;-0.09621851805
48.0088446205;-0.0293609876818;1.47719228049;-0.323976212167;-0.116825278404;5.8776428537;-0.0966808701899
50.2995827874;-0.0399211544231;1.47841228042;-0.32459843003;-0.158843429596;5.88249714649;-0.0968665522313
52.5797986379;-0.0565571158457;1.6340706134;-0.377558799914;-0.225036735005;6.50185056483;-0.11267096766
50.4968625212;-0.0451479329593;1.5292353826;-0.336935622514;-0.179640409053;6.08471864959;-0.100548212984
48.1815302289;-0.0352612813591;1.50710748696;-0.330978398029;-0.140302126629;5.99667332919;-0.098770460095
45.8045744662;-0.0254362002299;1.51655411495;-0.322109886275;-0.101208828722;6.034260789;-0.096123921857
43.4778012329;-0.0140574070636;1.46209424076;-0.300865965853;-0.055933421302;5.81756882913;-0.0897843184063
41.0374771226;-0.0101862939472;1.3175569044;-0.261767350542;-0.0405305379776;5.24246506412;-0.0781165230263
38.6038981067;-0.0082355835728;1.29472260576;-0.251458741746;-0.03276880036;5.1516090165;-0.0750402315229
36.1382759149;-0.000171340178784;1.19492662384;-0.22211123935;-0.000681750365662;4.75452791358;-0.0662823599169
33.7517091324;0.006706129069;1.08695055472;-0.193211031823;0.0266832098427;4.32489882641;-0.0576579698922
31.352026295;0.0133485357973;1.00352304093;-0.174220311142;0.053112873031;3.99294669216;-0.051990765536
28.9090692262;0.0202198619752;0.915692634125;-0.153170730461;0.0804533904021;3.64347576022;-0.045709156884
26.5550136296;0.0290777129978;0.79974789759;-0.121558657452;0.115698148616;3.18213991307;-0.0362754928919
24.1106993337;0.0240372531567;0.72323345089;-0.107674678231;0.0956425179748;2.87769438029;-0.0321322405715
21.6664502631;0.0264547864507;0.676047290568;-0.0901436907134;0.105261710734;2.68994400976;-0.0269006492854
19.2096233658;0.023502054548;0.635538355796;-0.086889245944;0.0935130008367;2.52876184403;-0.0259294589928
16.7893946463;0.0214364022694;0.596312990679;-0.0729154095995;0.0852939175703;2.37268691051;-0.0217593915405
14.3381857227;0.0129951808311;0.544914071629;-0.0543257471096;0.0517068987925;2.16817427311;-0.0162118708319
11.9185667469;0.0177431510836;0.46673576739;-0.0488632397865;0.0705987341972;1.85710836971;-0.0145817512689
9.54518447977;0.0231701369873;0.392707602582;-0.0371567736453;0.0921923245072;1.56255557546;-0.0110883116555
9.06337080772;0.0224055626436;0.389325905205;-0.0304444841847;0.0891501376594;1.5491000425;-0.00908523253535
8.59678927115;0.0189782443589;0.408303147853;-0.0300538352321;0.0755130823556;1.62460913912;-0.00896865520883
8.13876612308;0.0114269329018;0.41726226698;-0.0264156665542;0.0454669519988;1.6602568359;-0.00788295415898
7.64874360194;0.00378430243764;0.415153632847;-0.021499649061;0.015057469818;1.6518667309;-0.00641591790365
7.20452439967;-0.00898034379229;0.428576957978;-0.000767222237453;-0.035732148219;1.70527718536;-0.000228954197131
6.72335978108;-0.0154881994603;0.421889099806;0.00348904655613;-0.0616264423234;1.67866667412;0.00104120007739
6.24809902818;-0.00922146443213;0.406706066033;-0.000250252254573;-0.0366915500683;1.61825446433;-7.46801920341e-05
5.77088355896;-0.00741834655164;0.377973597502;0.00387377900374;-0.0295170724701;1.50393001885;0.00115601180254
5.33027229518;0.000792162085491;0.346682400669;0.00682929617896;0.00315195650712;1.37942457573;0.00203799622494
4.8325683764;0.002653251417;0.325841013582;0.00237156452133;0.0105570983792;1.29649818119;0.000707721471587
4.37322536761;0.0093446904123;0.292240705724;0.000232123417382;0.0371818574652;1.1628049498;6.92701906533e-05
3.90300005935;0.0154266259465;0.267475967485;-0.000523303032126;0.0613814456983;1.0642678205;-0.000156163911482
3.4342037141;0.0144313618554;0.224680423297;0.00483359732209;0.0574213607793;0.893987398795;0.00144244045611
2.95363336972;0.0189657744936;0.195680858835;0.00309997849102;0.0754634656499;0.778600197637;0.000925094518754
2.48166952798;0.0220368505196;0.159977325968;0.00281077950444;0.0876830583838;0.636538383763;0.000838791856303
1.98800414377;0.0234042521845;0.123451228616;0.00813360734319;0.0931238521994;0.491203644397;0.00242722831551
1.51816471951;0.0290656346949;0.0996793840183;0.00529579778714;0.11565008991;0.396617168174;0.00158037016047
1.0321492346;0.024547821111;0.0653637503096;0.00665891562209;0.0976740314938;0.260077706181;0.00198715131756
0.543879483216;0.0297161473287;0.0404399498644;-0.00536394773304;0.118238433339;0.1609076797;-0.00160070744397
